78-102-04-01-102d1800380590,15200,皮,水牛皮,102,160mm,d,软坐感,200mm,800,380mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1800400530,15200,皮,水牛皮,102,160mm,d,软坐感,200mm,800,400mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1800400560,15200,皮,水牛皮,102,160mm,d,软坐感,200mm,800,400mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1800400590,15200,皮,水牛皮,102,160mm,d,软坐感,200mm,800,400mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850380530,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,380mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850380560,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,380mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850380590,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,380mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850400530,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,400mm,左转角,530mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850400560,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,400mm,左转角,560mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
78-102-04-01-102d1850400590,16150,皮,水牛皮,102,160mm,d,软坐感,200mm,850,400mm,左转角,590mm,http://wodi-hh.vip.ishopex.cn/public/images/ff/13/44/6e5c6aa96b5286d503b2035b66a7c8bf.jpg,,1,78-102,15天,180
